10percentage,12percentage,CollegeTier,Degree,Specialization,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
88.0,89.0,2,B.Tech/B.E.,CS/IT,78.0,515,465,395,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.9737,1.5928,0.8171,-0.96597,0.3444,620000
89.76,82.0,1,B.Tech/B.E.,EIE,72.0,595,590,665,0.849802713510871,505,-1,-1,-1,-1,-1,-1,0.8463,1.3779,0.4711,-0.8682,0.8637,530000
89.6,95.8,2,B.Tech/B.E.,CS/IT,72.45,545,545,690,0.144789889482462,455,-1,284,-1,-1,-1,-1,-0.0154,-1.9521,-1.527,0.1459,-2.9686,525000
68.0,65.0,2,B.Tech/B.E.,CS/IT,75.0,595,425,430,0.622642915849938,495,-1,407,-1,-1,-1,-1,0.5591,0.2124,-0.1437,-1.8824,0.8637,385000
73.0,91.0,2,B.Tech/B.E.,CS/IT,80.0,520,495,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.5591,1.3779,2.008,-1.5021,0.8637,490000
73.4,74.45,2,B.Tech/B.E.,CS/IT,80.0,455,385,460,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.7027,0.7119,-0.1437,-0.4879,0.6721,390000
81.0,87.9,2,B.Tech/B.E.,CS/IT,72.3,430,445,345,0.356536487724475,415,-1,346,-1,-1,-1,-1,1.1336,0.3789,-0.4511,0.0192,0.6721,500000
84.0,66.0,2,B.Tech/B.E.,mechanical engineering,57.0,360,300,190,0.125690182237981,-1,-1,-1,284,-1,-1,-1,1.2772,1.2114,2.1617,2.5546,1.247,310000
85.0,64.0,2,B.Tech/B.E.,mechanical engineering,65.0,465,505,515,0.535862819499896,-1,-1,-1,393,-1,-1,-1,0.2009,0.8128,1.2525,-0.4078,0.9763,635000
81.0,90.0,2,B.Tech/B.E.,ECE,78.0,675,605,765,0.985461394326131,495,500,-1,-1,-1,-1,-1,0.7027,-0.1206,0.6248,0.3995,-0.4776,500000
78.6,74.8,2,B.Tech/B.E.,CS/IT,73.8,520,525,485,0.842248322257836,505,-1,469,-1,-1,-1,-1,-0.0154,0.8784,0.9322,0.3995,1.247,550000
67.0,59.4,2,B.Tech/B.E.,ECE,67.46,275,315,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,455000
88.6,74.16,2,B.Tech/B.E.,CS/IT,73.1,420,445,415,0.744758354008939,415,-1,438,-1,-1,-1,-1,0.99,0.3789,0.4711,-1.5021,0.8637,410000
79.2,67.2,2,B.Tech/B.E.,EE,66.85,510,590,585,0.423951396376433,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554,355000
69.0,66.0,2,B.Tech/B.E.,ECE,64.0,515,595,575,0.824666400671332,-1,400,-1,-1,-1,286,-1,-0.5719,-0.5913,-0.344,-1.3478,-0.5245,600000
53.06,60.33,2,B.Tech/B.E.,ECE,71.3,475,505,475,0.229481754911755,305,266,-1,-1,286,366,-1,-1.5765,-2.1513,-1.3599,0.0035,-0.4455,260000
85.72,91.58,2,B.Tech/B.E.,ECE,78.5,475,485,455,0.376059586651545,-1,300,-1,-1,-1,393,-1,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194,305000
72.0,65.0,2,B.Tech/B.E.,CS/IT,65.3,405,485,430,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.1637,-0.995,1.4386,385000
68.0,60.0,2,B.Tech/B.E.,CS/IT,69.0,505,415,495,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.0464,1.2808,-0.0537,-0.4078,0.9763,400000
89.6,84.4,2,B.Tech/B.E.,CS/IT,71.18,500,610,500,0.144789889482462,515,-1,284,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.3612,0.2889,515000
59.0,55.0,2,B.Tech/B.E.,CS/IT,63.47,335,285,335,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.4368,1.1074,0.6498,0.1864,305000
78.88,67.67,2,B.Tech/B.E.,CS/IT,67.75,465,525,405,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.4711,-0.4879,-0.8608,625000
77.33,62.6,2,B.Tech/B.E.,CS/IT,62.81,465,670,795,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,1.0449,1.2396,-1.3753,1.6302,420000
87.0,70.0,2,B.Tech/B.E.,CS/IT,69.9,420,495,400,0.23780283983757,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805,315000
59.0,60.0,2,B.Tech/B.E.,CS/IT,67.0,485,645,515,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,500000
84.8,83.0,2,B.Tech/B.E.,ECE,66.4,645,645,605,0.694479327708463,495,366,-1,-1,-1,-1,-1,0.6646,1.4368,1.0348,-1.2303,0.5024,460000
91.21,79.9,2,B.Tech/B.E.,CS/IT,61.89,525,520,595,0.486747008438193,415,-1,376,-1,-1,-1,-1,-0.4463,-2.1186,0.1637,0.5262,-2.3937,305000
70.0,56.6,2,B.Tech/B.E.,CS/IT,71.18,205,555,470,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,350000
86.7,80.6,2,B.Tech/B.E.,ECE,74.3,425,555,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.4992,-1.8393,-0.7794,1.4724,-2.3017,480000
78.3,81.0,2,B.Tech/B.E.,CS/IT,78.0,665,520,740,0.744758354008939,555,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,500000
54.83,61.23,2,B.Tech/B.E.,EE,66.66,495,435,515,0.0233121682429863,235,166,-1,-1,-1,-1,-1,-0.7264,1.1248,1.1074,1.2374,0.9763,350000
55.3,72.0,2,B.Tech/B.E.,CS/IT,71.0,520,545,705,0.911395278391328,485,-1,500,-1,-1,-1,-1,0.4155,-0.6201,-0.4511,-0.995,-1.0524,335000
61.2,68.3,2,B.Tech/B.E.,CS/IT,74.2,405,305,185,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,-0.9245,1.1199,-0.2875,400000
78.6,76.7,2,B.Tech/B.E.,CS/IT,68.0,500,630,680,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.4711,-1.1218,-0.6692,320000
87.0,84.0,1,B.Tech/B.E.,ECE,75.0,545,485,545,0.338786347219528,-1,292,-1,-1,-1,366,-1,0.1282,0.2124,-1.527,1.0333,-0.0943,500000
67.36,74.96,2,B.Tech/B.E.,CS/IT,72.6,355,315,445,0.793580614548506,495,333,-1,-1,-1,-1,-1,0.51,0.6568,1.1074,0.4148,0.8183,700000
88.0,94.0,2,B.Tech/B.E.,CS/IT,75.0,520,510,635,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.4155,0.2124,-1.9881,1.0333,0.8637,700000
61.75,61.0,2,B.Tech/B.E.,CS/IT,77.8,415,535,615,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.0914,-1.34787,-0.7615,575000
82.0,92.2,1,B.Tech/B.E.,CS/IT,77.6,485,555,720,0.911395278391328,635,-1,500,-1,-1,-1,-1,-0.5899,0.5454,0.7785,-0.2344,-0.4776,650000
80.8,60.5,2,B.Tech/B.E.,CS/IT,67.04,560,555,500,0.842248322257836,515,-1,469,-1,-1,-1,-1,1.1336,1.5444,1.3933,-2.3895,-0.2859,350000
87.2,71.0,2,B.Tech/B.E.,CS/IT,69.62,395,570,635,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.2718,-0.1206,1.0859,-0.2344,0.8637,600000
63.0,64.0,2,B.Tech/B.E.,CS/IT,72.32,290,370,270,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,320000
55.33,62.4,2,B.Tech/B.E.,ECE,67.0,415,415,425,0.229481754911755,295,266,-1,-1,-1,-1,-1,-0.2628,0.0328,0.8171,0.5323,-0.2875,360000
79.6,64.4,2,B.Tech/B.E.,ECE,71.34,464,415,395,0.376059586651545,-1,300,-1,-1,-1,313,-1,0.0464,0.3448,0.5269,1.2374,-0.7615,600000
91.1,90.0,2,B.Tech/B.E.,CS/IT,76.29,475,495,445,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.5899,0.6211,-1.6807,1.5404,-2.5853,500000
79.0,71.0,2,B.Tech/B.E.,CS/IT,79.0,580,580,575,0.486747008438193,565,-1,376,-1,-1,-1,-1,1.2772,1.5444,1.2396,-1.5021,-0.6692,500000
56.0,56.0,2,MCA,CS/IT,62.0,605,470,355,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,-1.1218,0.4805,400000
75.52,70.0,2,B.Tech/B.E.,mechanical engineering,60.13,485,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,-0.5899,-0.6867,0.1357,-1.2486,-0.4601,420000
67.0,53.16,2,MCA,CS/IT,72.0,565,475,475,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.51,0.8128,-0.344,-1.1128,1.0158,510000
82.4,72.4,2,B.Tech/B.E.,ECE,82.48,535,505,615,0.694479327708463,385,366,-1,-1,-1,393,-1,0.3941,-0.5913,-0.4891,0.70853,-0.9194,600000
76.0,78.0,2,B.Tech/B.E.,biotechnology,77.8,575,455,525,0.866139820406941,-1,-1,-1,-1,-1,-1,-1,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615,525000
85.0,95.1,2,B.Tech/B.E.,mechanical engineering,80.91,615,555,620,0.903940782098604,385,-1,-1,500,-1,-1,-1,-1.4517,-1.4526,0.01,1.2869,-1.8189,545000
80.0,68.0,2,B.Tech/B.E.,EE,63.69,475,565,500,0.875503907349337,425,-1,-1,-1,516,-1,-1,0.8463,0.3789,1.7007,-0.4879,-1.0524,360000
74.0,40.0,2,MCA,CS/IT,67.2,565,455,375,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,500000
89.0,94.1,2,B.Tech/B.E.,ECE,66.02,485,595,625,0.538386892985096,465,333,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,440000
85.5,58.2,2,B.Tech/B.E.,EIE,63.2,535,340,380,0.299597296248525,405,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.0973,505000
86.08,67.5,2,B.Tech/B.E.,CS/IT,72.98,590,435,380,0.356536487724475,405,-1,346,-1,-1,-1,-1,1.7081,-0.1054,-1.0379,-2.0092,-1.0872,500000
87.6,81.4,1,B.Tech/B.E.,mechanical engineering,97.3,675,635,675,0.654107474545933,-1,-1,-1,420,-1,-1,-1,-1.6538,-0.5913,0.2366,-0.1727,0.5024,700000
87.0,91.0,2,B.Tech/B.E.,ECE,74.0,625,605,555,0.649389714846691,385,356,-1,-1,-1,-1,-1,0.5591,1.0449,1.0859,-1.6289,0.6721,550000
90.0,89.4,1,B.Tech/B.E.,CS/IT,83.7,560,555,585,0.842248322257836,505,-1,469,-1,-1,-1,-1,1.4208,1.7109,0.1637,-1.8824,-0.4776,2200000
80.2,64.2,2,B.Tech/B.E.,EE,71.0,500,505,645,0.966006923498049,-1,548,-1,-1,580,-1,-1,1.4208,1.0449,-0.4511,0.0192,0.6721,420000
72.0,80.0,2,MCA,CS/IT,78.0,475,515,405,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.8171,-0.7603,0.5024,540000
65.26,66.2,2,B.Tech/B.E.,CS/IT,70.59,395,450,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.2828,0.8518,0.2729,0.7673,-0.6035,300000
79.2,73.2,2,B.Tech/B.E.,civil engineering,78.3,345,315,575,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,380000
55.6,56.2,2,B.Tech/B.E.,electronics engineering,65.9,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,380000
81.0,81.0,2,B.Tech/B.E.,CS/IT,67.3,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875,675000
81.0,66.0,2,B.Tech/B.E.,information science engineering,66.0,580,555,465,0.622642915849938,415,-1,407,-1,-1,-1,-1,1.2772,0.0459,1.2396,-1.5021,1.247,445000
74.0,66.0,2,B.Tech/B.E.,EIE,62.0,720,400,405,0.600643959446608,-1,-1,-1,-1,-1,-1,-1,0.1282,0.7119,-0.9122,-1.1218,-0.8608,415000
70.1,68.6,2,B.Tech/B.E.,CS/IT,66.52,695,505,605,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,-0.1988,0.2973,0.8183,705000
86.0,73.0,2,B.Tech/B.E.,CS/IT,65.0,520,520,400,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.0464,-0.6693,-1.7954,-0.5253,-1.8673,345000
85.2,73.2,2,B.Tech/B.E.,CS/IT,76.36,695,500,750,0.98374996654107,635,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-0.6147,0.8637,550000
49.0,60.0,2,B.Tech/B.E.,ECE,68.0,475,485,485,0.493596387301038,-1,324,-1,-1,-1,292,-1,-0.3027,1.2114,0.1637,0.3995,1.247,350000
80.0,73.0,2,B.Tech/B.E.,ECE,71.5,555,375,605,0.694479327708463,375,366,-1,-1,-1,-1,-1,-1.3447,-0.1232,-0.344,0.0623,-0.4455,620000
71.0,64.0,2,B.Tech/B.E.,CS/IT,81.0,615,455,355,0.486747008438193,335,-1,376,-1,-1,-1,-1,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,345000
77.8,69.0,2,B.Tech/B.E.,EE,71.7,475,510,475,0.193768441980019,-1,292,-1,-1,324,-1,-1,-0.4463,0.0459,0.7785,0.3995,0.2889,600000
87.6,92.5,2,B.Tech/B.E.,CS/IT,88.3,720,545,825,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,540000
76.0,70.0,2,B.Tech/B.E.,EE,76.0,575,554,375,0.298769128563994,345,-1,-1,-1,356,-1,-1,0.99,1.3779,0.4711,-0.8682,0.6721,315000
80.0,80.0,2,B.Tech/B.E.,CS/IT,64.97,455,540,450,0.744758354008939,475,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.7785,-1.8824,-0.6692,400000
92.0,80.0,2,B.Tech/B.E.,mechanical engineering,64.16,565,375,375,0.414337426422751,-1,-1,-1,366,-1,-1,-1,0.8192,-0.2793,-0.1988,-0.6428,0.0284,295000
74.3,75.6,2,B.Tech/B.E.,CS/IT,65.3,520,560,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5899,1.0449,0.7785,0.653,0.0973,480000
68.2,67.4,2,B.Tech/B.E.,CS/IT,66.0,440,400,355,0.356536487724475,295,-1,346,-1,-1,-1,-1,0.7027,0.0459,0.7785,1.6672,-0.0943,500000
87.62,86.0,2,B.Tech/B.E.,EIE,71.7,440,480,465,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.4711,-0.1076,0.2889,310000
92.48,72.66,2,B.Tech/B.E.,CS/IT,64.8,510,510,575,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,520000
76.7,80.0,2,B.Tech/B.E.,CS/IT,77.4,415,465,565,0.308400582860308,355,-1,-1,-1,-1,-1,-1,1.1283,-0.7473,0.0914,-1.2303,0.5024,500000
81.0,71.0,2,B.Tech/B.E.,CS/IT,74.0,500,500,545,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,1.3933,-1.3753,-0.0943,295000
89.2,68.8,2,B.Tech/B.E.,CS/IT,69.0,375,385,394,0.144789889482462,395,-1,284,-1,-1,-1,-1,-1.0355,0.8128,-0.4891,0.6498,0.3049,380000
66.66,61.0,2,B.Tech/B.E.,CS/IT,57.83,325,485,375,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.0537,-1.3478,0.5024,500000
80.0,66.66,2,B.Tech/B.E.,CS/IT,64.06,535,425,320,0.356536487724475,515,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-1.527,-0.3612,0.2889,380000
81.0,70.0,2,B.Tech/B.E.,CS/IT,71.0,405,395,260,0.622642915849938,405,-1,407,-1,-1,-1,-1,0.4155,-0.2871,0.4711,0.5262,-0.0943,410000
93.4,89.4,2,B.Tech/B.E.,EE,75.4,605,645,720,0.557389505646088,555,-1,-1,-1,420,-1,-1,-1.5953,0.5454,-0.4511,0.3995,-0.0943,525000
82.28,87.2,2,B.Tech/B.E.,Others,77.26,560,540,475,-1.0,655,-1,500,-1,-1,-1,-1,0.2718,0.7119,1.3933,-2.2627,0.2889,320000
75.0,78.5,2,B.Tech/B.E.,ECE,67.0,395,420,210,0.112139438207403,305,228,-1,-1,-1,-1,-1,-0.0154,0.2124,0.01,1.5404,-0.0943,320000
64.56,66.66,2,B.Tech/B.E.,EE,65.02,545,475,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.2727,-0.2859,585000
69.33,56.0,2,B.Tech/B.E.,Others,68.56,485,485,285,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3014,-1.0593,-1.2148,-0.7015,-0.9194,680000
91.4,93.0,2,B.Tech/B.E.,CS/IT,70.8,475,665,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-1.3599,0.4148,-0.1295,695000
81.0,81.0,2,B.Tech/B.E.,ECE,78.0,360,545,635,0.943272157866555,-1,452,-1,-1,-1,-1,-1,-0.0154,0.7119,1.547,-0.995,-0.8608,500000
74.0,63.0,2,B.Tech/B.E.,CS/IT,63.2,560,445,485,0.953899775079926,495,-1,530,-1,-1,-1,-1,-0.3027,-0.4536,-1.3733,-0.3612,-0.2859,500000
65.0,81.2,2,B.Tech/B.E.,CS/IT,67.0,265,485,430,0.744758354008939,495,-1,438,-1,-1,-1,-1,0.99,1.2114,1.0859,-1.6289,0.0973,405000
91.04,95.08,2,B.Tech/B.E.,ECE,87.1,455,480,545,0.338786347219528,465,292,-1,-1,-1,-1,-1,-0.3027,0.0459,0.3174,-0.2344,-0.0943,300000
66.0,64.0,2,B.Tech/B.E.,CS/IT,65.0,370,355,385,0.294295423383813,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.7007,-1.3753,0.6721,500000
75.12,60.0,2,B.Tech/B.E.,ECE,58.67,405,425,505,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.8083,-0.9033,0.0914,-0.0552,-0.1295,475000
69.4,60.0,2,B.Tech/B.E.,EIE,65.6,355,415,555,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.3555,0.3448,-0.0537,0.0623,0.0284,625000
77.6,89.6,2,B.Tech/B.E.,CS/IT,65.15,545,495,450,0.911395278391328,445,-1,500,-1,-1,-1,-1,0.1282,1.2114,0.7785,-2.2627,0.6721,380000
84.4,75.6,2,B.Tech/B.E.,ECE,79.0,535,610,735,0.960603251997053,-1,466,-1,-1,-1,-1,-1,1.2772,0.3789,-0.1437,0.2727,-0.0943,530000
78.4,82.0,2,B.Tech/B.E.,CS/IT,70.0,615,605,545,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-1.0659,-0.7415,-1.6273,560000
64.5,85.5,2,B.Tech/B.E.,ECE,65.21,265,360,525,0.112139438207403,375,228,-1,-1,-1,-1,-1,-1.1644,-0.6201,0.01,-0.2344,-0.2859,450000
78.8,70.0,2,B.Tech/B.E.,CS/IT,77.6,545,505,485,0.0800552813405495,405,-1,253,-1,-1,-1,-1,-0.3027,0.5454,1.2396,-0.1076,1.247,505000
90.0,96.0,2,B.Tech/B.E.,CS/IT,74.39,555,495,590,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.4463,0.0459,-0.4511,0.0192,-0.4776,610000
66.6,71.6,2,B.Tech/B.E.,CS/IT,66.32,325,485,515,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.4463,-0.6201,-0.4511,-0.2344,0.4805,420000
62.0,60.2,2,B.Tech/B.E.,ECE,70.0,310,495,500,0.694479327708463,395,366,-1,-1,-1,393,-1,-1.4517,1.7109,-0.4511,-0.4879,-0.2859,245000
61.0,60.4,2,B.Tech/B.E.,CS/IT,76.0,535,480,390,0.23780283983757,515,-1,315,-1,-1,-1,-1,1.4208,1.7109,0.7785,-0.995,-1.4356,535000
84.6,66.4,1,B.Tech/B.E.,CS/IT,71.0,500,500,385,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-1.4517,0.3789,1.0859,-0.8682,1.247,525000
67.2,58.0,2,B.Tech/B.E.,CS/IT,57.04,435,525,195,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.7264,-2.6193,0.0914,-0.4078,0.0284,295000
91.0,84.33,2,M.Tech./M.E.,Others,70.13,605,505,545,-1.0,435,500,-1,-1,-1,-1,-1,-0.6491,0.3448,0.0914,-0.349,-1.5513,765000
78.0,67.0,2,MCA,CS/IT,78.0,465,515,615,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.1623,1.4368,1.688,-0.6134,0.6603,860000
93.2,91.4,1,B.Tech/B.E.,mechanical engineering,84.0,570,580,800,0.725984147969479,-1,-1,-1,438,-1,-1,-1,0.7027,0.8784,0.7785,-0.1076,-0.0943,650000
87.0,73.0,2,B.Tech/B.E.,CS/IT,66.6,625,585,750,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.5899,0.0459,-0.9122,-1.1218,-0.4776,595000
74.5,73.6,2,B.Tech/B.E.,CS/IT,66.5,535,450,545,0.356536487724475,655,-1,346,-1,-1,-1,-1,0.5591,-0.4536,-1.8344,0.5262,-0.8608,300000
71.6,69.4,2,B.Tech/B.E.,CS/IT,73.64,475,565,575,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.1855,0.1888,-0.344,0.1798,-0.7615,500000
84.8,75.0,2,B.Tech/B.E.,mechanical engineering,61.8,640,460,455,0.304510913720196,445,-1,-1,340,-1,-1,-1,-0.3027,0.8784,-0.2974,0.3995,0.2889,500000
86.0,89.6,1,B.Tech/B.E.,CS/IT,79.0,590,555,560,0.486747008438193,655,-1,376,-1,-1,-1,-1,-1.4517,0.5454,1.2396,-0.6147,0.6721,750000
87.0,78.0,2,B.Tech/B.E.,ECE,68.0,435,385,365,0.376059586651545,335,300,-1,-1,-1,-1,-1,-0.7264,0.3448,1.1074,-1.1128,0.1864,525000
74.4,71.0,2,MCA,CS/IT,75.88,375,395,375,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.8192,-0.5913,0.2366,1.5899,-0.406,300000
66.0,74.0,2,B.Tech/B.E.,ECE,75.5,310,460,620,0.783303536670298,-1,388,-1,-1,-1,-1,-1,-2.6007,-1.4526,-1.527,0.653,-3.9266,530000
81.0,79.0,2,B.Tech/B.E.,CS/IT,70.0,544,385,505,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-2.4266,0.5008,-0.1408,-0.7496,0.3444,510000
86.15,83.33,2,B.Tech/B.E.,CS/IT,70.56,660,410,810,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,0.0192,-2.9686,555000
73.37,66.8,2,B.Tech/B.E.,CS/IT,76.8,385,400,570,0.23780283983757,465,-1,315,-1,-1,-1,-1,0.8463,1.7109,2.1617,2.4278,1.4386,540000
70.25,68.6,2,B.Tech/B.E.,CS/IT,80.02,250,460,385,0.23780283983757,365,-1,315,-1,-1,-1,-1,-2.3134,0.0459,-0.1437,1.1601,-1.244,270000
77.4,77.2,2,B.Tech/B.E.,EIE,71.0,615,570,620,0.446198249677897,-1,-1,-1,-1,500,-1,-1,-0.7335,0.7119,-0.1437,0.7798,0.2889,640000
80.8,89.0,2,B.Tech/B.E.,ECE,82.0,475,390,435,0.380091833171688,465,-1,-1,-1,-1,313,-1,-0.3027,-0.1206,0.01,0.0192,-2.0105,600000
86.1,74.83,2,B.Tech/B.E.,EE,73.9,545,570,665,0.684565067658204,475,260,-1,-1,452,-1,-1,-1.1644,0.7119,-0.2974,1.2869,0.8637,545000
72.0,70.0,2,B.Tech/B.E.,EIE,61.7,685,525,605,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.626,0.9688,-1.7954,1.1492,-0.2875,600000
68.0,61.5,2,B.Tech/B.E.,CS/IT,69.8,215,365,265,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.1644,-0.4536,-0.4511,0.2727,-0.4776,320000
76.2,65.2,2,B.Tech/B.E.,CS/IT,69.1,580,555,585,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.6048,-0.8682,-0.4776,310000
75.4,60.2,2,B.Tech/B.E.,CS/IT,78.78,535,415,705,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.159,0.7119,1.547,-1.5021,-0.8608,600000
75.0,68.0,2,B.Tech/B.E.,CS/IT,71.6,665,435,535,0.488347976782714,405,366,-1,-1,-1,-1,-1,0.6646,1.1248,0.3817,-0.8778,0.3444,765000
91.0,92.7,2,B.Tech/B.E.,ECE,72.0,425,555,565,0.694479327708463,-1,366,-1,-1,-1,393,-1,1.1283,1.5928,0.2366,0.2973,-0.0506,560000
90.4,79.0,2,B.Tech/B.E.,CS/IT,75.16,595,545,690,0.978799292641428,505,-1,561,-1,-1,-1,-1,-0.7335,0.2124,-0.7585,0.2727,-1.0524,505000
84.6,74.2,2,B.Tech/B.E.,EIE,67.86,510,485,590,0.960603251997053,-1,466,-1,-1,-1,-1,-1,0.99,0.2124,-0.4511,-0.995,-0.0943,475000
86.0,80.2,2,B.Tech/B.E.,CS/IT,71.59,415,585,705,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.5953,0.0459,0.3174,1.4136,-0.8608,700000
72.6,82.5,2,B.Tech/B.E.,CS/IT,77.12,605,425,295,0.622642915849938,375,-1,407,-1,-1,-1,-1,0.8463,1.3779,0.1637,-2.3895,0.2889,500000
90.5,94.9,2,B.Tech/B.E.,mechanical engineering,78.25,590,545,400,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.4463,-0.2871,0.1637,0.1459,-0.4776,300000
87.0,93.9,2,B.Tech/B.E.,ECE,74.13,650,440,560,0.824666400671332,455,400,-1,-1,-1,-1,-1,0.2718,0.2124,-0.7585,-0.7415,-2.0105,475000
77.4,74.4,2,B.Tech/B.E.,EIE,66.0,520,555,650,0.849802713510871,405,-1,-1,-1,-1,-1,-1,-0.159,1.2114,0.4711,-1.2486,0.8637,475000
76.0,71.0,2,B.Tech/B.E.,CS/IT,68.0,510,370,430,0.356536487724475,305,-1,346,-1,-1,-1,-1,0.1282,-0.1206,0.6248,0.2727,-0.6692,490000
89.12,68.0,2,B.Tech/B.E.,CS/IT,74.0,465,545,520,0.744758354008939,595,-1,438,-1,-1,-1,-1,0.4155,-0.7866,-0.6048,-1.8824,-2.3937,500000
74.0,78.0,2,B.Tech/B.E.,ECE,73.72,405,470,585,0.783303536670298,505,388,-1,-1,-1,-1,-1,0.5591,0.0459,0.6248,0.5262,1.6302,540000
